競馬場,競走年月日,レース番号,発走時刻,競走種類名称,レース名,副賞名1,副賞名2,副賞名3,副賞名4,副賞名5,副賞名6,副賞名7,副賞名8,副賞名9,副賞名10,副賞名11,副賞名12,副賞名13,副賞名14,副賞名15,芝ダート区分,回り,距離,天候,馬場,頭数,条件,1着賞金(円),2着賞金(円),3着賞金(円),4着賞金(円),5着賞金(円),上がり4F,上がり3F,ハロンタイム1,ハロンタイム2,ハロンタイム3,ハロンタイム4,ハロンタイム5,ハロンタイム6,ハロンタイム7,ハロンタイム8,ハロンタイム9,ハロンタイム10,ハロンタイム11,ハロンタイム12,ハロンタイム13,ハロンタイム14,ハロンタイム15,コーナー名称1,コーナー名称2,コーナー名称3,コーナー名称4,コーナー名称5,コーナー名称6,コーナー名称7,コーナー名称8,コーナー通過順1,コーナー通過順2,コーナー通過順3,コーナー通過順4,コーナー通過順5,コーナー通過順6,コーナー通過順7,コーナー通過順8
金沢,20260526,6,1520,特別,加賀医王山賞３歳中央３歳未勝利,,,,,,,,,,,,,,,,ダート,右,1500,,,7,"サラブレッド系　３歳 定量",1000000,340000,180000,130000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢,20260526,7,1555,普通,Ｃ１九,,,,,,,,,,,,,,,,ダート,右,1400,,,7,"サラブレッド系　一般 定量",450000,153000,81000,58000,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢,20260526,8,1630,普通,つるーたんとハラペーニョ来臨記念Ｃ１八,,,,,,,,,,,,,,,,ダート,右,1400,,,8,"サラブレッド系　一般 定量",450000,153000,81000,58000,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢,20260526,9,1705,普通,Ｃ１七,,,,,,,,,,,,,,,,ダート,右,1500,,,9,"サラブレッド系　一般 定量",450000,153000,81000,58000,45000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢,20260526,10,1740,普通,Ｂ１二,,,,,,,,,,,,,,,,ダート,右,1400,,,10,"サラブレッド系　一般 定量",550000,187000,99000,71000,55000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢,20260526,11,1815,特別,金沢競馬は楽天競馬で投票！特別Ａ２ａ,,,,,,,,,,,,,,,,ダート,右,1700,,,12,"サラブレッド系　一般 定量",900000,306000,162000,117000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金沢,20260526,12,1850,準重賞,恋路賞Ｂ１級,中京スポーツ社賞,（一社）石川県馬主協会長賞,金沢競馬開催執務委員長賞,,,,,,,,,,,,,ダート,右,1400,,,10,"サラブレッド系　一般 別定",1000000,320000,160000,120000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
笠松,20260501,1,1110,普通,笠松町コラボ同時開催中記念３歳６,,,,,,,,,,,,,,,,ダート,右,1400,雨,不良,8,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,53.4,40.3,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"2,(5,7),(1,8),(4,3),6","2,5,(1,7),(4,3),8,6","(2,7),(3,8),(1,6),5-4","(1,2,3,7,8)-6-(5,4)",,,,
笠松,20260501,2,1140,普通,３歳未勝利３歳７,笠松所属馬限定,,,,,,,,,,,,,,,ダート,右,1400,雨,不良,7,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,55.5,41.9,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(1,7)-6,5,(3,4)-2","7-1=(3,4,6),5-2","7,1-6,(3,4),5-2","7-(3,1,6),5,(4,2)",,,,
笠松,20260501,3,1215,普通,３歳５組,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,8,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,51.7,38.6,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"1,(4,7,8),2,6,3,5","1,4,(2,7),8,(3,6)-5","1,(2,4,7),6-(3,8)=5","1-7,2-(3,4),(8,6)=5",,,,
笠松,20260501,4,1245,普通,Ｃ４組,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.3,39.6,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"3,4,8,(1,2,7)-5,6","3-4,2,(1,8),7-(5,6)","3,4-(2,8),7-1,5-6","4,(3,7)-(2,8)-5,1-6",,,,
笠松,20260501,5,1320,普通,Ｃ３組,,,,,,,,,,,,,,,,ダート,右,1580,曇,不良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.3,39.2,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"1,3,7,8,5,(2,4),6","1,3,7,8,(5,2),4,6","(7,4),8,1,6,(3,2)-5","(7,4)-8,(1,6),2-5,3",,,,
笠松,20260501,6,1350,普通,Ｂ８・Ｃ２組Ｂ８Ｃ２,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,8,"サラブレッド系　一般 別定",450000,180000,113000,67000,45000,52.5,39.7,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(2,7),8,(3,6),4,(1,5)","2,7,(3,8),6,(1,4)-5","(7,8),(2,3,6),4-(1,5)","7,(8,6),3,4,1,2,5",,,,
笠松,20260501,7,1420,普通,Ｂ７組,,,,,,,,,,,,,,,,ダート,右,1400,曇,不良,8,"サラブレッド系　一般 定量",450000,180000,113000,67000,45000,51.6,38.8,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(7,8),(3,4),6,2,5-1","(7,8),4,3-6,2-5,1","(8,4),(7,6),3-2,5-1","8,4,(7,3,6)-(5,2)-1",,,,
笠松,20260501,8,1450,普通,Ｂ６組,,,,,,,,,,,,,,,,ダート,右,1580,曇,重,8,"サラブレッド系　一般 定量",450000,180000,113000,67000,45000,53.3,40.5,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(1,2),(4,5),8,7,6,3","(1,2),(8,4),5,(6,7)-3","(8,1),(2,4,5)-7-(6,3)","8,4,(1,5),(2,7)-3,6",,,,
笠松,20260501,9,1525,特別,メイ特別Ｃ１－２,,,,,,,,,,,,,,,,ダート,右,1400,曇,重,8,"サラブレッド系　一般 別定",600000,240000,150000,90000,60000,51.2,38.6,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(2,7,8),(1,6),3-5","(1,2),(7,8),(3,6),5","(1,2),8-6-(3,7)-5","(1,2),8,6-3-5,7",,,,
笠松,20260501,10,1600,特別,大杉特別Ａ４,,,,,,,,,,,,,,,,ダート,右,1400,曇,重,8,"サラブレッド系　一般 定量",700000,280000,175000,105000,70000,52.6,40.2,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"7,(1,8),6-4,2,(3,5)","7,8,(1,6)-(3,4)-(2,5)","7,8-6,1-4,3-(2,5)","7,8-(1,6),4,(2,3,5)",,,,
笠松,20260501,11,1635,特別,笠松けいば金曜日ライブ４周年記念Ａ３特別,,,,,,,,,,,,,,,,ダート,右,1580,曇,重,9,"サラブレッド系　一般 定量",800000,320000,200000,120000,80000,52.9,40.6,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"1,(2,3),5,(6,8),4,(7,9)","1,2,3,(6,5),8-4,7,9","1,2-6,3,(8,5)-(4,9),7","1-2-6,3,8,4,9-(5,7)",,,,
笠松,20260501,12,1705,特別,また会おうね！シングレ特別Ｃ１－１,,,,,,,,,,,,,,,,ダート,右,1580,曇,重,8,"サラブレッド系　一般 別定",600000,240000,150000,90000,60000,53.6,40.7,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(4,5),(2,8),(6,7),3-1","(4,5,8),(2,6,7)-(1,3)","(4,5,8),7-(1,2,6,3)","8,7,4-5,(1,2),(6,3)",,,,
笠松,20260512,1,1145,普通,Ｃ１９組,,,,,,,,,,,,,,,,ダート,右,800,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,50.6,37.2,,,,,,,,,,,,,,,,向正面,第４コーナー,,,,,,,"(5,7)-(4,6),8-3,(1,2)","7,5-(4,6),8,3,2-1",,,,,,
笠松,20260512,2,1215,普通,Ｃ２０組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,7,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,53.6,40.0,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"2,3,6-4-(1,7),5","2,3-6-4-7,(1,5)","(2,3),5,6-4,7-1","(3,5),2-6-(4,7)-1",,,,
笠松,20260512,3,1250,普通,Ｃ１８組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,53.3,39.7,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(1,2),(5,8),7,4,(3,6)","1,2,(4,5,8),7,(3,6)","2,(1,5),8,(4,7),3,6","2,(1,5,8,7),(4,3),6",,,,
笠松,20260512,4,1320,普通,好きです笠松競馬Ｃ１７,好きです笠松競馬賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,53.8,40.4,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(3,7,8)-(2,1),6,5,4","3,(7,8)-1-(2,6)-5,4","(8,1),6,7,3-2,5-4","(8,1),6-7-5,(3,2)-4",,,,
笠松,20260512,5,1355,普通,飛べ！離陸待ちニート応援杯☆Ｃ１６,飛べ！離陸待ちニート応援杯☆賞,,,,,,,,,,,,,,,ダート,右,1580,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,54.5,41.0,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"6,8,7,1,(2,4,5),3","6-8,(1,7),2,(4,5),3","(6,8,5)-(1,7),2,4-3","8,5-6,(1,7),4,2-3",,,,
笠松,20260512,6,1430,普通,ポルコチャンピオンシップＣ１５,ポルコチャンピオンシップ賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,53.8,40.3,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"6,(4,8),(3,5,7),1,2","6-8,4,(3,7),(5,2),1","(8,4),(6,2),7,3,5,1","(8,4),(6,2),7-(3,5,1)",,,,
笠松,20260512,7,1510,普通,Ｃ１４組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.8,40.0,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"3,5,(1,6),8,(2,7,4)","3,5,(1,6),8,7,(2,4)","3,5,6,(1,4),8-7=2","(3,5),6,(1,4)-(7,8)=2",,,,
笠松,20260512,8,1540,普通,Ｃ１３組,,,,,,,,,,,,,,,,ダート,右,1580,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,53.3,40.1,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(6,7),5,(3,1)-8,4=2","6,7,(3,5),1,8-4=2","(6,7,5),1-3-(8,4)=2","(6,7)-(5,1)-(3,4),8=2",,,,
笠松,20260512,9,1615,特別,稲葉山特別Ｂ１－２,,,,,,,,,,,,,,,,ダート,右,1580,晴,良,9,"サラブレッド系　一般 別定",700000,280000,175000,105000,70000,53.0,40.2,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(1,6),(8,9),2,5,3-7,4","1,(6,8),(2,9),5,3-7-4","6,(1,8),9,2-5,(3,7)-4","6,(1,8)-9,2,(5,7),3,4",,,,
笠松,20260512,10,1650,特別,金華山特別Ｂ１－１,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　一般 別定",700000,280000,175000,105000,70000,52.0,39.4,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(2,4),5,6-1,(9,7),(3,8)","2,4,5,(1,6),9,(3,7),8","(2,5,6),4,(1,9),(3,7)-8","(2,5),6=(1,9),4,(3,7)-8",,,,
笠松,20260513,1,1155,普通,３歳６組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,54.2,40.8,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(1,2,7,8),4,(3,5)-6","1,(2,7,8)-4,3,5=6","1,7,(2,8)-4,(3,5)-6","1-7,(4,8)-2,(3,5)-6",,,,
笠松,20260513,2,1230,普通,３歳５組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,10,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,53.4,40.5,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"2,(3,4),(1,9),10,5,7,(6,8)","2,(3,4),1,9,10,5,7-(6,8)","2,4,3,1,(5,7)-(9,10),8,6","2,4,(1,5),7,3-8-(6,10),9",,,,
笠松,20260513,3,1300,普通,思い出のｉｎｓｔａｌｌ３歳４,思い出のｉｎｓｔａｌｌ賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,54.3,41.0,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"7,6,(4,8)-(3,5)-(1,2)","7-6,(4,8)-3,5,(1,2)","7-6,(4,8)-3,(5,2),1","(7,6),(4,8)-3,(1,2)-5",,,,
笠松,20260513,4,1335,特別,鷺山城特別Ｃ１－２,,,,,,,,,,,,,,,,ダート,右,1580,晴,良,8,"サラブレッド系　一般 別定",600000,240000,150000,90000,60000,53.8,40.7,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(8,1,4),6-(2,3,7)-5","8,(1,4),6-(2,7)-3,5","(8,1),4,(6,7),2=5-3","8,1,7,(2,6)-4-5=3",,,,
笠松,20260513,5,1405,普通,神田ファミリー笑顔爆走カップＢ９Ｃ２,神田ファミリー笑顔爆走カップ賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 別定",450000,180000,113000,67000,45000,53.2,39.6,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"5,(7,8),(4,3),6-1,2","5,(7,8),(6,4,3)-(1,2)","(5,7,8),3,4,(6,2)-1","(5,8),3,7,(6,4),(1,2)",,,,
笠松,20260513,6,1435,普通,葛島兄弟生誕３８周年記念３歳３,葛島兄弟生誕３８周年記念賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,53.1,40.1,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"4,(6,7),(1,8),5,9-2","(4,6),7-1-8,5=9,2","(4,6),5,8-(1,7)=(2,9)","4,6-8-5=(1,7)=(2,9)",,,,
笠松,20260513,7,1510,普通,Ｃ４組,,,,,,,,,,,,,,,,ダート,右,1580,晴,良,7,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.8,39.5,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(4,5),7,(2,3)-(6,1)","(4,5),(2,7),3,(6,1)","(4,5,7),(3,6),2-1","(4,5),7,(2,3,6)-1",,,,
笠松,20260513,8,1550,普通,Ｃ３組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.6,39.6,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"6,(1,8),(2,4),3,5","6-1,8,(2,4),3,5","6-1,(2,4,3),8,5","6,1,3,2,4,(5,8)",,,,
笠松,20260513,9,1625,特別,稲葉山城特別Ｃ１－１,,,,,,,,,,,,,,,,ダート,右,1400,曇,良,8,"サラブレッド系　一般 別定",600000,240000,150000,90000,60000,53.3,40.3,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"6,2-1,5,(4,8),(3,7)","6-2-1,5,(3,4,8),7","6-2,5,1,(4,8),3-7","(6,2),5-(3,1),4-8-7",,,,
笠松,20260513,10,1655,普通,Ｂ級サバイバル選抜,笠松所属馬限定,,,,,,,,,,,,,,,ダート,右,1400,雨,良,7,"サラブレッド系　一般 定量",500000,200000,125000,75000,50000,53.3,40.4,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(1,4,6),2-(3,5,7)","1,(4,6)-2,3,5,7","1,(4,6)-(3,2)-5,7","(1,4),3,6-7,(2,5)",,,,
笠松,20260514,1,1055,普通,Ｃ１２組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.5,39.5,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(5,6,9),(1,8),7,(3,4,2)","1,(5,6),9,8,(3,7,2)-4","1,(8,5,6,2),9-7,3-4","(1,2),(8,5,9),6-3-7-4",,,,
笠松,20260514,2,1125,普通,俺がむうちゃん杯Ｃ１１,俺がむうちゃん杯賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,53.5,40.5,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"8,9,6,7,(5,4),(1,3,2)","8,9,(6,7),4,5,(1,3),2","8,9,(7,4),(6,2),3,5,1","8,(9,4)-(6,2),7,1,(5,3)",,,,
笠松,20260514,3,1155,普通,彩花３０歳生誕記念杯Ｃ１０,彩花３０歳生誕記念杯賞,,,,,,,,,,,,,,,ダート,右,1580,晴,良,9,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.3,39.3,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(7,9),3,6,(4,1),(2,8),5","7,9,3,6,(4,1),2,8,5","7-3,(9,2),6,1-4,(5,8)","7-3,2-(6,9),1-(4,8,5)",,,,
笠松,20260514,4,1230,普通,まさき＆しおちゃん結婚式記念Ｃ９,まさき＆しおちゃん結婚式記念賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.6,39.5,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(5,6),(2,7),(1,8),3,4","5,6,(2,7),1,(3,8),4","(5,8),(6,7,1),2-(3,4)","5,(2,7,8),1-6,(3,4)",,,,
笠松,20260514,5,1300,普通,Ｂ８組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",450000,180000,113000,67000,45000,52.2,39.5,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(3,6,8),1,7,2,(4,5)","3,(6,8),1-7,2,5,4","3,(6,8)-1,(2,7)-5-4","(3,6,8)-(2,1),7,5-4",,,,
笠松,20260514,6,1335,普通,Ｂ７組,,,,,,,,,,,,,,,,ダート,右,1580,晴,良,8,"サラブレッド系　一般 定量",450000,180000,113000,67000,45000,52.9,39.7,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"4,(6,8),1,2,5-3-7","4,6,8,1-(2,5),3-7","(4,6),8,(1,5)-3-7-2","4,(6,1),(8,5)-3-7=2",,,,
笠松,20260514,7,1405,普通,Ｂ６組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",450000,180000,113000,67000,45000,53.0,40.2,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"3,4,(1,5),2,8,7-6","3,4,(1,5),(7,2),8-6","3,4,1,5,8,(7,2)-6","3,4,1-(7,5),(2,8),6",,,,
笠松,20260514,8,1440,普通,Ｂ５組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",450000,180000,113000,67000,45000,51.2,38.7,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"6,(7,8),(1,5)-4,2,3","6,(7,8),1-(2,4,5)-3","6,(7,1),8-(2,4),5-3","1,(6,7)-(2,4,8)-5-3",,,,
笠松,20260514,9,1515,特別,美江寺宿特別３歳２,（ＪＲＡ３歳未勝利）,（東海地区３歳２組）,,,,,,,,,,,,,,ダート,右,1400,曇,良,9,"サラブレッド系　３歳 別定",700000,280000,175000,105000,70000,52.6,40.1,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"1,(6,9),(2,7)=5-(3,4,8)","1,(6,9),(2,7)=5,8,3,4","(1,6,9)=2,7=(5,8)-3-4","(1,9),6=2,7=(5,8),3-4",,,,
笠松,20260514,10,1550,特別,若鮎特別３歳,,,,,,,,,,,,,,,,ダート,右,1400,曇,良,10,"サラブレッド系　３歳 別定",700000,280000,175000,105000,70000,53.7,40.7,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(1,4,9)-(3,8),5,(2,10,7),6","1,4,9-(3,8),(2,5,7),10-6","1,(4,9)-(3,8),(2,7)-5,6-10","1,(9,8),3-(4,2,6),7,5-10",,,,
笠松,20260514,11,1625,重賞,"第４９回 クイーンカップ３歳牝馬・オープン",日刊スポーツ新聞社賞,撫子争覇トライアル,（１・２着馬優先）,,,,,,,,,,,,,ダート,右,1580,曇,良,10,"サラブレッド系　３歳 定量",3000000,960000,540000,360000,240000,52.8,40.1,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"9,(8,10),(6,7),5,4-1,2,3","9,10,(8,6),7-5,4,1,(2,3)","9-(10,6),8-(4,2),5-1,(3,7)","9-(10,6),8,(4,2)-5,1,3=7",,,,
笠松,20260515,1,1120,普通,３歳未勝利３歳８,笠松所属馬限定,,,,,,,,,,,,,,,ダート,右,800,晴,良,8,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,49.5,36.3,,,,,,,,,,,,,,,,向正面,第４コーナー,,,,,,,"2,7-(3,5)-8,(4,6)-1","2=7-(3,5)-4-(8,6)=1",,,,,,
笠松,20260515,2,1150,普通,３歳未勝利３歳７,笠松所属馬限定,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　３歳 定量",450000,180000,113000,67000,45000,54.3,41.3,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"4,(7,9)-(3,5),8-1-2","4,(7,9)-(3,5),8-1-2","(4,9)-7,(3,5),8-1=2","(4,9)-7,(3,5),8-1=2",,,,
笠松,20260515,3,1225,普通,和田健志３１歳生誕記念杯Ｃ８,和田健志３１歳生誕記念杯賞,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,53.2,40.5,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"1,3,7,(4,8),(5,9)-6","1,3,7,(4,8),(5,9)-6","1-3,7,8,4,(5,9)=6","1-3,8,4,5,9-7-6",,,,
笠松,20260515,4,1300,特別,岐阜城特別Ａ４Ｂ２,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 別定",700000,280000,175000,105000,70000,53.1,40.3,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"2,5,(1,7),6-8-4,3","2,5,(1,7),6-8-4,3","2,5,(7,6),1,8,4,3","2,(5,6),(7,4)-1,(3,8)",,,,
笠松,20260515,5,1335,特別,鵜匠特別Ａ３,,,,,,,,,,,,,,,,ダート,右,1580,晴,良,8,"サラブレッド系　一般 定量",800000,320000,200000,120000,80000,51.6,39.1,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"1,(2,5),(3,6),8,7-4","1,2,5,3,6-(7,8)-4","1,5,(3,6)-(2,7,8)-4","1-(5,6),3-8-7,(2,4)",,,,
笠松,20260515,6,1405,普通,順二先輩４３年おつかれさま記念Ｃ７,順二先輩４３年おつかれさま記念賞,,,,,,,,,,,,,,,ダート,右,1580,晴,良,9,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,54.1,41.1,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"2-5,(3,7),4,(6,9)-8-1","2-5,(3,7),(6,4,9)-8-1","2-5,(3,7),9,6,4,8-1","5,(7,9),6-(2,3),(4,8),1",,,,
笠松,20260515,7,1435,普通,Ｃ６組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,52.0,38.6,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"6,7,2,(3,8),1,9,5-4","6-7,2,(3,8)-1,(5,9)-4","6,2-(7,8),9,(1,3,5)-4","6,2-8-9,7,3,(1,5,4)",,,,
笠松,20260515,8,1510,普通,Ｃ５組,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,9,"サラブレッド系　一般 定量",400000,160000,100000,60000,40000,54.4,41.2,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(2,3,9)-8-4-(6,5)-(1,7)","2,3,9,8-4-(6,5)-(1,7)","(3,9),8,2,(4,5)-6-(1,7)","(9,8),3,5,4-(6,7),(2,1)",,,,
笠松,20260515,9,1540,普通,猫スティン２周年＆和田４２周年Ｂ４,猫スティン賞,,,,,,,,,,,,,,,ダート,右,1580,晴,良,9,"サラブレッド系　一般 定量",450000,180000,113000,67000,45000,56.9,43.9,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"3=(1,7,8,9)-(4,6)-5-2","3=(1,7,8),9-(4,6)-5-2","3=1,(7,8)-(4,5),6,9,2","3-1-8,7,(4,5),6-2-9",,,,
笠松,20260515,10,1610,普通,鵜飼賞Ｂ３,,,,,,,,,,,,,,,,ダート,右,1400,晴,良,8,"サラブレッド系　一般 定量",450000,180000,113000,67000,45000,51.8,39.1,,,,,,,,,,,,,,,,最初の直線,第２コーナー,第３コーナー,第４コーナー,,,,,"(1,3),5,8,(2,6),7,4","1,3,5,(2,6,8)-(4,7)","1,3-2,6-(4,5),(7,8)","1-3-2-6-(4,7)-(5,8)",,,,
笠松,20260515,11,1640,特別,鵜舟特別Ａ２,,,,,,,,,,,,,,,,ダート,右,1900,晴,良,5,"サラブレッド系　一般 別定",1100000,440000,275000,165000,110000,52.3,39.4,,,,,,,,,,,,,,,,向正面,第４コーナー,直線,第２コーナー,第３コーナー,第４コーナー,,,"4,(5,2),1,3","4,(5,2),(1,3)","4,(5,2,3),1","(4,2),(5,3),1","4,2,3,5-1","4,2,5,3,1",,
