競馬場,競走年月日,レース番号,発走時刻,競走種類名称,レース名,副賞名1,副賞名2,副賞名3,副賞名4,副賞名5,副賞名6,副賞名7,副賞名8,副賞名9,副賞名10,副賞名11,副賞名12,副賞名13,副賞名14,副賞名15,芝ダート区分,回り,距離,天候,馬場,頭数,条件,1着賞金(円),2着賞金(円),3着賞金(円),4着賞金(円),5着賞金(円),上がり4F,上がり3F,ハロンタイム1,ハロンタイム2,ハロンタイム3,ハロンタイム4,ハロンタイム5,ハロンタイム6,ハロンタイム7,ハロンタイム8,ハロンタイム9,ハロンタイム10,ハロンタイム11,ハロンタイム12,ハロンタイム13,ハロンタイム14,ハロンタイム15,コーナー名称1,コーナー名称2,コーナー名称3,コーナー名称4,コーナー名称5,コーナー名称6,コーナー名称7,コーナー名称8,コーナー通過順1,コーナー通過順2,コーナー通過順3,コーナー通過順4,コーナー通過順5,コーナー通過順6,コーナー通過順7,コーナー通過順8
盛岡,20260526,12,1800,特別,スプリント特別オープン,,,,,,,,,,,,,,,,ダート,左,1000,,,12,"サラブレッド系　一般 別定",1800000,630000,360000,234000,126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260525,1,1220,普通,Ｃ３七,,,,,,,,,,,,,,,,ダート,左,1300,晴,重,11,サラブレッド系　一般,800000,320000,200000,120000,80000,52.0,38.9,7.0,13.0,12.3,13.1,11.9,13.2,13.8,,,,,,,,,１角,２角,３角,４角,,,,,"1,(4,5,6),8-(2,11),(3,7),9-10","1,5,(6,8),4-(2,11,7),3-9-10","(1,5),8,(4,6),7,11,3,2,(9,10)","(1,5)-(4,7)-6,8,3,(11,10),(2,9)",,,,
浦和,20260525,2,1250,普通,ランチタイム３歳二,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,10,サラブレッド系　３歳,1800000,720000,450000,270000,180000,53.1,39.6,12.6,11.6,12.6,13.5,12.3,13.8,13.5,,,,,,,,,１角,２角,３角,４角,,,,,"(1,2),4-(3,8),5,7,10-6,9","(1,2)-(3,4),(5,8)-7,6,(10,9)","(2,8),(1,3,5),6,7,9-(10,4)","2,8,5,3,6,7,9=1,10=4",,,,
浦和,20260525,3,1320,普通,ドリームチャレンジ２歳新馬イ,,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,5,"サラブレッド系　２歳 定量",4200000,1680000,1050000,630000,420000,52.2,38.6,12.7,12.4,13.3,13.6,12.1,13.6,12.9,,,,,,,,,１角,２角,３角,４角,,,,,"(1,5),4,2-3","(1,5),4,2,3","(1,5),4,2=3","2,(1,4),5=3",,,,
浦和,20260525,4,1350,普通,ドリームチャレンジ２歳新馬ウ,,,,,,,,,,,,,,,,ダート,左,800,晴,稍重,6,"サラブレッド系　２歳 定量",4200000,1680000,1050000,630000,420000,48.9,36.2,12.7,10.7,12.7,12.8,,,,,,,,,,,,３角,４角,,,,,,,"(5,1),6,3,4,2","5,1,3-6,4,2",,,,,,
浦和,20260525,5,1420,普通,３歳三,,,,,,,,,,,,,,,,ダート,左,1500,晴,稍重,12,サラブレッド系　３歳,1800000,720000,450000,270000,180000,53.1,39.4,7.3,10.7,13.0,14.7,13.7,12.2,13.1,14.1,,,,,,,,１角,２角,３角,４角,,,,,"1,7-2-11,9,12,6,(3,4),5-8,10","1,7,(2,6),11,(12,4),9,3,(10,5,8)","(1,2),6,7,(11,12),3,4,9,10,8,5","2-1,6,11,(9,12,10)-7,3,(5,4),8",,,,
浦和,20260525,6,1450,普通,"Ｃ２三 四",,,,,,,,,,,,,,,,ダート,左,1500,晴,稍重,11,サラブレッド系　一般,1000000,400000,250000,150000,100000,51.9,39.2,7.3,12.4,13.4,12.5,12.7,12.5,13.3,13.4,,,,,,,,１角,２角,３角,４角,,,,,"(2,9),8,7,(6,4),(10,1,11)-(3,5)","2,9,(7,8)-(6,4,11),1,10,5,3","(2,9),8,7,(11,6),(4,1)-5,10,3","2,(7,9),8,11,1,6-4,10,5-3",,,,
浦和,20260525,7,1525,普通,"Ｃ２三 四",,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,11,サラブレッド系　一般,1000000,400000,250000,150000,100000,52.7,39.7,12.3,12.1,13.0,13.0,12.2,13.4,14.1,,,,,,,,,１角,２角,３角,４角,,,,,"2,4,6,10,11,8-(3,9)-7-5-1","2,(4,10,11),6,8,9,3-7-5,1","2,10,11,6,8,(4,9),3-(7,5),1","2-8,(6,10),(9,11,3)-(7,5)-(4,1)",,,,
浦和,20260525,8,1600,普通,Ｃ１四,,,,,,,,,,,,,,,,ダート,左,1500,晴,稍重,12,サラブレッド系　一般,1200000,480000,300000,180000,120000,52.7,39.7,7.6,11.4,12.6,12.7,13.0,12.0,13.3,14.4,,,,,,,,１角,２角,３角,４角,,,,,"3,7,10-8,(4,11),2,1,6,12,9,5","(3,7),10-8,(4,11),2,1-6,9,12-5","(3,7),10-(8,4),11,1,2-(9,6,12)-5","(3,7)-10,(8,4)-11,1,12,9,2,5,6",,,,
浦和,20260525,9,1635,特別,サツキツツジ特別Ｃ３一,委員長賞,,,,,,,,,,,,,,,ダート,左,1500,晴,稍重,12,サラブレッド系　一般,1400000,560000,350000,210000,140000,52.7,39.4,7.1,12.3,13.1,13.7,13.3,12.0,13.2,14.2,,,,,,,,１角,２角,３角,４角,,,,,"3,(7,12),4,(10,11),1-(2,6)-5,9","3,(7,12),4,11,(1,10),(2,6)-5-9","3,7,(4,12)-11,(1,10),6,2-5-9","7,(3,4),1,12,(10,6),11,5-2=9",,,,
浦和,20260525,10,1710,特別,薫風（くんぷう）特別Ｂ３四Ｃ１一,委員長賞,,,,,,,,,,,,,,,ダート,左,1400,晴,稍重,12,"サラブレッド系　一般 ハンデ",3000000,1200000,750000,450000,300000,52.3,40.0,12.5,12.1,12.6,12.3,12.2,13.0,14.8,,,,,,,,,１角,２角,３角,４角,,,,,"3,6,9,12-11,(2,5,7)-8-4,1=10","3,6,9,12,11-2,5,7,8,(1,4)=10","3,(6,12),9,11-(7,4),2,5,(1,8)=10","3-(6,12),11,(2,9),(7,4)-1,5-8=10",,,,
浦和,20260525,11,1745,特別,田草月（たぐさづき）特別Ｂ２Ｂ３選抜馬,委員長賞,,,,,,,,,,,,,,,ダート,左,800,晴,稍重,12,"サラブレッド系　一般 ハンデ",3500000,1400000,875000,525000,350000,47.0,35.3,11.7,10.3,11.9,13.1,,,,,,,,,,,,３角,４角,,,,,,,"(1,8),9,11-(3,12),(4,6,10)-(5,7)-2","(1,8),9-4,(11,12),3,6,(5,7,10)-2",,,,,,
浦和,20260525,12,1820,特別,エメラルド特別Ｃ１選抜馬ア,委員長賞,,,,,,,,,,,,,,,ダート,左,2000,晴,稍重,12,"サラブレッド系　一般 別定",1800000,720000,450000,270000,180000,54.4,40.7,12.6,11.1,13.2,12.8,13.6,13.5,13.7,12.5,14.6,13.6,,,,,,１角,２角,３角,４角,,,,,"1,(2,12),11,5=6,4,8,10,9,3,7","1,(2,12)-11,(5,6),4,8,3,10-(9,7)","1,12,11,6,4,8,3,(2,10),7-5,9","(1,12),(4,11)-6,8,3-10-7,2-5,9",,,,
浦和,20260526,1,1220,普通,３歳四,,,,,,,,,,,,,,,,ダート,左,1400,,,9,サラブレッド系　３歳,1600000,640000,400000,240000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,2,1250,普通,浦和８００ラウンドＣ３選抜馬,,,,,,,,,,,,,,,,ダート,左,800,,,12,サラブレッド系　一般,800000,320000,200000,120000,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,3,1320,普通,ドリームチャレンジ２歳新馬ア,,,,,,,,,,,,,,,,ダート,左,800,,,7,"サラブレッド系　２歳 定量",4200000,1680000,1050000,630000,420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,4,1350,普通,"Ｃ２五 六",,,,,,,,,,,,,,,,ダート,左,1500,,,11,サラブレッド系　一般,1000000,400000,250000,150000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,5,1420,普通,"Ｃ２五 六",,,,,,,,,,,,,,,,ダート,左,1400,,,12,サラブレッド系　一般,1000000,400000,250000,150000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,6,1450,普通,うどんとこいのぼりのまち加須賞Ｃ１五,,,,,,,,,,,,,,,,ダート,左,1400,,,12,サラブレッド系　一般,1200000,480000,300000,180000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,7,1525,普通,桶川べに花まつり賞Ｃ３選抜馬イ,,,,,,,,,,,,,,,,ダート,左,2000,,,12,"サラブレッド系　一般 別定",900000,360000,225000,135000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,8,1600,特別,ラベンダー特別Ｃ２一,委員長賞,,,,,,,,,,,,,,,ダート,左,1400,,,10,サラブレッド系　一般,1500000,600000,375000,225000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,9,1635,特別,ツイントップ特別３歳選抜馬,委員長賞,,,,,,,,,,,,,,,ダート,左,1400,,,11,"サラブレッド系　３歳 別定",3000000,1200000,750000,450000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,10,1710,特別,双子座（ふたござ）特別Ｃ１三,委員長賞,,,,,,,,,,,,,,,ダート,左,1400,,,13,サラブレッド系　一般,1800000,720000,450000,270000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,11,1745,特別,五月（さつき）特別Ａ２下,委員長賞,,,,,,,,,,,,,,,ダート,左,1500,,,12,"サラブレッド系　一般 ハンデ",5000000,2000000,1250000,750000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260526,12,1820,特別,水芭蕉（みずばしょう）特別Ｂ２Ｂ３選抜馬,委員長賞,,,,,,,,,,,,,,,ダート,左,2000,,,12,"サラブレッド系　一般 別定",3500000,1400000,875000,525000,350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,1,1220,普通,３歳五,,,,,,,,,,,,,,,,ダート,左,1400,,,10,サラブレッド系　３歳,1600000,640000,400000,240000,160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,2,1250,普通,"ランチタイムＣ３五 六",,,,,,,,,,,,,,,,ダート,左,1400,,,12,サラブレッド系　一般,800000,320000,200000,120000,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,3,1320,普通,"Ｃ３五 六",,,,,,,,,,,,,,,,ダート,左,1500,,,12,サラブレッド系　一般,800000,320000,200000,120000,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,4,1350,普通,"Ｃ２七 八",,,,,,,,,,,,,,,,ダート,左,1500,,,10,サラブレッド系　一般,1000000,400000,250000,150000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,5,1420,普通,"Ｃ２七 八",,,,,,,,,,,,,,,,ダート,左,1400,,,10,サラブレッド系　一般,1000000,400000,250000,150000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,6,1450,普通,特選Ｃ２選抜馬イ,,,,,,,,,,,,,,,,ダート,左,2000,,,12,"サラブレッド系　一般 別定",1100000,440000,275000,165000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,7,1525,普通,上尾市観光協会「あっぽ」賞Ｃ１選抜馬イ,,,,,,,,,,,,,,,,ダート,左,800,,,12,サラブレッド系　一般,1300000,520000,325000,195000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,8,1600,特別,ポピー特別３歳一,委員長賞,,,,,,,,,,,,,,,ダート,左,1500,,,7,サラブレッド系　３歳,2500000,1000000,625000,375000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,9,1635,特別,疾駆（しっく）特別Ｃ１選抜馬ア,委員長賞,,,,,,,,,,,,,,,ダート,左,800,,,12,サラブレッド系　一般,1800000,720000,450000,270000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,10,1710,特別,菖蒲月（あやめづき）特別Ｂ３三,委員長賞,,,,,,,,,,,,,,,ダート,左,1500,,,12,サラブレッド系　一般,3000000,1200000,750000,450000,300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,11,1745,重賞,"第９回 プラチナカップ３上オープン",埼玉県浦和競馬組合管理者賞,（一社）埼玉県馬主会会長賞,東京スポーツ賞,生産牧場賞,,,,,,,,,,,,ダート,左,1400,,,13,"サラブレッド系　３歳以上 別定",14000000,4900000,2800000,1400000,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260527,12,1820,特別,カーネーション特別Ｃ２選抜馬ア,委員長賞,,,,,,,,,,,,,,,ダート,左,2000,,,12,"サラブレッド系　一般 別定",1500000,600000,375000,225000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,1,1220,普通,３歳七,,,,,,,,,,,,,,,,ダート,左,1400,,,12,サラブレッド系　３歳,1500000,600000,375000,225000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,2,1250,普通,ランチタイムＣ３四,,,,,,,,,,,,,,,,ダート,左,1400,,,12,サラブレッド系　一般,800000,320000,200000,120000,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,3,1320,普通,３歳六,,,,,,,,,,,,,,,,ダート,左,1400,,,10,サラブレッド系　３歳,1500000,600000,375000,225000,150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,4,1350,普通,Ｃ２九,,,,,,,,,,,,,,,,ダート,左,1400,,,9,サラブレッド系　一般,1000000,400000,250000,150000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,5,1420,普通,浦和８００ラウンドＣ２選抜馬イ,,,,,,,,,,,,,,,,ダート,左,800,,,12,サラブレッド系　一般,1000000,400000,250000,150000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,6,1450,普通,上尾串ぎょうざ賞Ｃ２選抜馬ア,,,,,,,,,,,,,,,,ダート,左,800,,,12,サラブレッド系　一般,1000000,400000,250000,150000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,7,1525,普通,祝！吉川市市制施行３０周年賞Ｃ１六,,,,,,,,,,,,,,,,ダート,左,1400,,,12,サラブレッド系　一般,1200000,480000,300000,180000,120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,8,1600,特別,初夏（しょか）特別３歳未格付選抜馬,委員長賞,,,,,,,,,,,,,,,ダート,左,2000,,,11,"サラブレッド系　３歳 別定",2500000,1000000,625000,375000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,9,1635,特別,月見草（つきみそう）特別Ｃ１二,委員長賞,,,,,,,,,,,,,,,ダート,左,1500,,,12,サラブレッド系　一般,1800000,720000,450000,270000,180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,10,1710,特別,マルチステッキ特別Ｂ２Ｂ３選抜馬,委員長賞,,,,,,,,,,,,,,,ダート,左,1400,,,12,"サラブレッド系　一般 別定",4000000,1600000,1000000,600000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,11,1745,特別,早苗月（さなえづき）特別Ｂ１二Ｂ２一,委員長賞,,,,,,,,,,,,,,,ダート,左,1400,,,13,"サラブレッド系　一般 ハンデ",3800000,1520000,950000,570000,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦和,20260528,12,1820,特別,新緑（しんりょく）特別Ｃ３選抜馬ア,委員長賞,,,,,,,,,,,,,,,ダート,左,2000,,,11,"サラブレッド系　一般 別定",1400000,560000,350000,210000,140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
船橋,20260504,1,1445,普通,３歳二,,,,,,,,,,,,,,,,ダート,左,1200,晴,稍重,11,サラブレッド系　３歳,2000000,800000,500000,300000,200000,51.3,39.0,12.5,12.1,12.3,11.9,13.1,14.0,,,,,,,,,,２角,３角,４角,,,,,,"(2,4,10),(3,9,11),1,(5,8),6,7","(2,4,10),(3,9,11),(1,6),5,8-7","(2,4,10),11-(3,9)-1,5,(8,6)=7",,,,,
船橋,20260504,2,1515,普通,Ｃ３四,,,,,,,,,,,,,,,,ダート,左,1200,晴,稍重,10,サラブレッド系　一般,800000,312000,200000,120000,88000,52.0,39.4,12.5,12.4,12.6,12.2,13.0,14.2,,,,,,,,,,２角,３角,４角,,,,,,"6,5,10,(2,9)-(1,8),3,7,4","6,5,10,2,9-1-8,3-7,4","6,5,10-2-(1,9),3,8-(4,7)",,,,,
船橋,20260504,3,1545,普通,"Ｃ２二 三 四ア",,,,,,,,,,,,,,,,ダート,左,1500,曇,稍重,12,サラブレッド系　一般,1000000,400000,250000,150000,100000,52.8,40.3,7.0,12.3,12.9,13.1,12.5,12.7,13.6,14.0,,,,,,,,１角,２角,３角,４角,,,,,"(2,4),(6,12),(5,8),(1,9)-11,7,10-3","2,4,(5,12),6,(1,8),9,(7,11),10,3","(2,5,4,12),8-(1,9),(6,3),(7,11),10","(2,4),(5,12),8-(1,9),3,(6,11),(7,10)",,,,
船橋,20260504,4,1620,普通,"Ｃ２二 三 四イ",,,,,,,,,,,,,,,,ダート,左,1200,曇,稍重,12,サラブレッド系　一般,1000000,400000,250000,150000,100000,50.5,38.4,12.5,12.0,12.1,11.9,12.8,13.7,,,,,,,,,,２角,３角,４角,,,,,,"(3,4),(9,12),2,(1,5,7),(6,11),10","(3,4,9),(2,12),1,7,(5,6)-11-10","(4,9),(3,2),1,(7,12),5,6-11-10",,,,,
船橋,20260504,5,1650,普通,"Ｃ１四 五",,,,,,,,,,,,,,,,ダート,左,1200,曇,稍重,12,サラブレッド系　一般,1300000,520000,325000,195000,130000,51.0,38.8,12.5,11.6,12.2,12.4,13.2,13.2,,,,,,,,,,２角,３角,４角,,,,,,"(1,8,10),(3,11,12),2,(5,6,9),4,7","(1,8,10,11,12)-(3,5,6),(2,7),9-4","1,(10,11),(3,8,5,6,7),12,(2,9)-4",,,,,
船橋,20260504,6,1720,普通,"Ｃ１四 五",,,,,,,,,,,,,,,,ダート,左,1500,曇,稍重,12,サラブレッド系　一般,1300000,520000,325000,195000,130000,53.1,41.0,7.1,12.3,12.6,12.7,12.1,13.0,13.9,14.1,,,,,,,,１角,２角,３角,４角,,,,,"(5,6,8,10,11)-(7,9),12,3,2-1,4","5,6,8,(7,10),11,9,12,3,2-(1,4)","5,(8,10),11,(7,6),9,12,3,2-4-1","5,10,(8,11),7,9-6,(3,12),2-4,1",,,,
船橋,20260504,7,1755,普通,"馬い！実況ありがとう記念Ｃ２二 三 四ウ",,,,,,,,,,,,,,,,ダート,左,1200,曇,稍重,12,サラブレッド系　一般,1000000,400000,250000,150000,100000,51.8,39.5,12.4,11.8,12.3,12.3,13.6,13.6,,,,,,,,,,２角,３角,４角,,,,,,"6,10,(2,7),11,(1,4,12),5,9,8-3","(6,10),(2,11),(1,12,9),(7,4),5-8-3","(6,10,11),(2,12,9),(1,5),8,(7,4)-3",,,,,
船橋,20260504,8,1830,特別,牡牛座スプリントＢ３選抜馬ア,,,,,,,,,,,,,,,,ダート,左,1200,曇,稍重,12,サラブレッド系　一般,2700000,1080000,675000,405000,270000,50.8,38.4,12.6,12.3,12.4,12.2,13.0,13.2,,,,,,,,,,２角,３角,４角,,,,,,"(5,7,10),(9,11),(3,4),(8,12),1,6,2","(5,7,10),(9,11,12),(3,4,8),(1,6),2","(5,7,10),(9,11),(3,4,12),6,(1,8),2",,,,,
船橋,20260504,9,1905,特別,みどりの日特別Ｃ２一,,,,,,,,,,,,,,,,ダート,左,1600,曇,稍重,14,サラブレッド系　一般,1500000,600000,375000,225000,150000,52.9,39.4,12.6,13.0,13.2,13.2,13.5,12.9,13.1,13.4,,,,,,,,１角,２角,３角,４角,,,,,"(2,4),8,(3,14),(6,5,7,9)-12-13,11","(2,4),(3,8),(14,9),(6,5,7)-12-13-11","(2,4,8),(3,9),(6,14),(7,12)-13,5=11","(2,4,8,9),3,(6,14,7,12)-13-5-11",,,,
船橋,20260504,10,1944,特別,ヤマブキスプリント３歳未格選抜馬,,,,,,,,,,,,,,,,ダート,左,1200,曇,稍重,9,"サラブレッド系　３歳 別定",2500000,1000000,625000,375000,250000,51.5,39.7,12.1,11.4,11.8,12.6,13.1,14.0,,,,,,,,,,２角,３角,４角,,,,,,"9,1,(3,6,7),4,(2,5,8)","9-1,3,7-(2,6,4)-(5,8)","9,1-7,3,4,2,6,(5,8)",,,,,
船橋,20260504,11,2015,特別,エメラルドマイルＢ３二,,,,,,,,,,,,,,,,ダート,左,1600,曇,稍重,12,サラブレッド系　一般,2700000,1080000,675000,405000,270000,52.0,39.1,12.6,12.5,13.1,13.3,12.9,12.8,13.1,13.2,,,,,,,,１角,２角,３角,４角,,,,,"6,9,(2,12),5,10,(4,8)-1,11-7-3","6,9,12,2,(5,10),(4,8),1,11,7-3","6,(9,12),(2,5),8,10,(4,1),11,7,3","(6,9,12)-5,(2,8),(4,1,10),(7,11)-3",,,,
船橋,20260504,12,2050,普通,立夏賞Ｃ３選抜馬,,,,,,,,,,,,,,,,ダート,左,1800,曇,稍重,11,サラブレッド系　一般,900000,351000,225000,135000,99000,52.8,39.7,12.3,12.6,14.6,14.4,14.0,13.1,12.7,13.4,13.6,,,,,,,１角,２角,３角,４角,,,,,"(11,10),(8,4),6,(2,5),1,(3,9),7","11,10,(8,4),(2,6),5-(1,3,9)-7","(11,10),4,6,8,5,2,9-3-1-7","(11,10,4)-(8,5,6)-2,9,(3,1)-7",,,,
船橋,20260505,1,1425,普通,ＨＥＡＲＴ　ＢＥＡＴ　ＤＡＹＳ賞３歳四,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,12,サラブレッド系　３歳,2000000,800000,500000,300000,200000,51.9,38.9,12.7,12.5,13.0,12.6,13.1,13.2,,,,,,,,,,２角,３角,４角,,,,,,"(2,11)-(3,5,7),12,9,1-8,(4,10),6","(2,11),7,(5,12),(3,1,9),(8,6),(4,10)","(2,11),12,(5,7),(3,9),1,6,8-(4,10)",,,,,
船橋,20260505,2,1455,普通,ハートは、高鳴っているか賞Ｃ３三,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,12,サラブレッド系　一般,800000,312000,200000,120000,88000,52.4,39.7,12.8,12.3,12.7,12.8,13.0,13.9,,,,,,,,,,２角,３角,４角,,,,,,"(2,5)-9,10,(1,7),11-12,4,8-(3,6)","(2,5),(1,10),(9,7),(12,11)=(4,8)-3,6","(2,5),(1,10)-7,(9,12),11-(4,8)-3-6",,,,,
船橋,20260505,3,1525,普通,ハートは、震えているか賞３歳２６６～４５１Ｐ選抜馬,,,,,,,,,,,,,,,,ダート,左,1500,晴,良,12,サラブレッド系　３歳,2000000,800000,500000,300000,200000,52.1,39.0,7.0,12.4,14.0,13.9,13.1,12.6,13.2,13.2,,,,,,,,１角,２角,３角,４角,,,,,"(6,7),8,(1,11),12-5,9-4,10,2,3","(6,7),(1,8),(5,12),(9,11),(4,10),(2,3)","(6,7,8),(1,12),(9,10),(4,11,3),(5,2)","(6,7,8),(1,12)-(9,10),(4,5,3),(11,2)",,,,
船橋,20260505,4,1600,普通,菖蒲賞３歳三,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,12,サラブレッド系　３歳,2000000,800000,500000,300000,200000,51.6,39.0,12.8,11.8,12.6,12.5,12.7,13.8,,,,,,,,,,２角,３角,４角,,,,,,"(6,7),12,(1,2),(10,11),(5,8,9)-4-3","(6,7),(1,2,12),11,8,(10,9),5,4,3","(6,7,12),(2,11),(1,9),8-(5,10,4),3",,,,,
船橋,20260505,5,1630,普通,鯉のぼり賞Ｃ３二組下選抜馬,,,,,,,,,,,,,,,,ダート,左,1500,晴,良,13,サラブレッド系　一般,800000,312000,200000,120000,88000,52.5,39.8,7.0,12.8,13.3,13.3,12.7,13.3,13.3,13.2,,,,,,,,１角,２角,３角,４角,,,,,"(8,10),9,(2,11),(3,7,12),4-5,13-6-1","8,(9,10),(2,11,12),4,(3,7,13)-5-6-1","8,10,12,11,(9,13),(2,7),4,(3,6),(1,5)","8,(10,12),(9,11),(2,6),(13,3),(4,7),1,5",,,,
船橋,20260505,6,1705,特別,端午の節句スプリントＣ１選抜馬イ,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,12,サラブレッド系　一般,1800000,720000,450000,270000,180000,50.8,39.2,12.5,11.4,11.6,12.5,13.4,13.3,,,,,,,,,,２角,３角,４角,,,,,,"(4,6,8),(7,12),3,(1,9),11,5,2,10","(4,6),8,7,12,3-(1,9),11,5-2-10","4,6,(3,8,7),12-(9,5),(1,11)-2,10",,,,,
船橋,20260505,7,1740,特別,こどもの日スプリントＣ１選抜馬ア,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,12,サラブレッド系　一般,1800000,720000,450000,270000,180000,50.3,38.2,12.8,11.8,12.1,12.2,13.0,13.0,,,,,,,,,,２角,３角,４角,,,,,,"(4,5,10,12),2,3,(1,8,9),6,11-7","(4,5,12),2,10,(6,9)-(1,3,11),8-7","(4,5,12),2,(6,10,9)-(3,11),1,(8,7)",,,,,
船橋,20260505,8,1815,特別,馬い！サンサンエッグつめ放題記念Ｂ３選抜馬イ,,,,,,,,,,,,,,,,ダート,左,1200,晴,良,12,サラブレッド系　一般,2700000,1080000,675000,405000,270000,50.1,38.2,12.8,11.7,11.9,12.5,12.6,13.1,,,,,,,,,,２角,３角,４角,,,,,,"(3,12),6,(1,7,11),9,(2,5,8),4-10","(3,12)-(6,7),11,(1,8),(5,9,4),(2,10)","(3,12),(6,11),1,8,(5,7),4,(2,9),10",,,,,
船橋,20260505,9,1850,特別,ゴーゴーマイルＢ２一,,,,,,,,,,,,,,,,ダート,左,1600,晴,良,13,サラブレッド系　一般,3000000,1200000,750000,450000,300000,51.1,38.3,12.1,12.5,13.8,13.6,12.8,12.3,12.9,13.1,,,,,,,,１角,２角,３角,４角,,,,,"(1,2,12)-(3,8),(5,10),(7,13),9,(11,4)","1,2,12,3,(10,8),5,13,4,(7,9),11","(1,2,12),3,(10,4),(5,13),(7,9,8,11)","(1,2,12),(3,4),10,(5,13,11)-7,9-8",,,,
船橋,20260505,10,1925,特別,潮干狩りダッシュＢ３選抜馬,,,,,,,,,,,,,,,,ダート,左,1000,晴,良,14,サラブレッド系　一般,2700000,1080000,675000,405000,270000,49.1,37.7,12.1,11.4,11.6,13.0,13.1,,,,,,,,,,,３角,４角,,,,,,,"(4,6,11)-10,(3,14),(2,9)-(7,13),12-5-1-8","(4,6),11,3,10,(2,9,14),(7,13,12)-5-1=8",,,,,,
